Time  1 - default sample rate [s]	Bladder [bar]	Shell_0_L [µm/m]	Shell_0_Z [µm/m]	Shell_1_L [µm/m]	Shell_1_Z [µm/m]	Shell_2_L [µm/m]	Shell_2_Z [µm/m]	Shell_3_L [µm/m]	Shell_3_Z [µm/m]	Shell_4_Z [µm/m]	Shell_5_L [µm/m]	Shell_5_Z [µm/m]	Coil_1_Th2_up [µm/m]	Coil_1_Th3_up [µm/m]	Rod_1_TC [µm/m]	Rod_2_TC [µm/m]
668.60	-0.4935	-390.51	607.74	-323.63	732.88	-132.93	-450.40	-293.98	561.56	734.35	-82.15	-180.40	13.12	-32.50	-12.94	30.64	
668.70	-0.4935	-390.55	607.69	-323.66	732.88	-132.90	-450.45	-293.97	561.58	734.32	-82.13	-180.40	13.16	-32.48	-12.93	30.64	
668.80	-0.4930	-390.56	607.71	-323.70	732.91	-132.86	-450.49	-293.95	561.60	734.28	-82.12	-180.41	13.17	-32.47	-12.93	30.63	
668.90	-0.4924	-390.53	607.83	-323.71	732.88	-132.86	-450.42	-293.92	561.66	734.26	-82.10	-180.40	13.19	-32.48	-12.93	30.63	
669.00	-0.4924	-390.46	607.89	-323.74	732.85	-132.84	-450.36	-293.90	561.69	734.22	-82.16	-180.42	13.19	-32.51	-12.94	30.64	
669.10	-0.4927	-390.40	607.89	-323.73	732.88	-132.83	-450.37	-293.91	561.63	734.26	-82.15	-180.41	13.23	-32.51	-12.95	30.66	
669.20	-0.4919	-390.37	607.89	-323.73	732.86	-132.83	-450.39	-293.89	561.53	734.34	-82.11	-180.40	13.24	-32.52	-12.94	30.68	
669.30	-0.4911	-390.41	607.86	-323.72	732.83	-132.81	-450.39	-293.85	561.51	734.32	-82.10	-180.42	13.15	-32.57	-12.92	30.69	
669.40	-0.4940	-390.43	607.76	-323.65	732.80	-132.78	-450.39	-293.86	561.52	734.26	-82.17	-180.41	13.09	-32.62	-12.92	30.70	
669.50	-0.4945	-390.43	607.70	-323.61	732.78	-132.74	-450.38	-293.94	561.56	734.30	-82.21	-180.39	13.09	-32.63	-12.92	30.68	
669.60	-0.4935	-390.48	607.63	-323.65	732.73	-132.81	-450.42	-294.09	561.56	734.29	-82.18	-180.39	13.14	-32.65	-12.91	30.66	
669.70	-0.4935	-390.53	607.56	-323.69	732.70	-132.96	-450.39	-294.10	561.54	734.20	-82.16	-180.41	13.20	-32.62	-12.90	30.64	
669.80	-0.4943	-390.52	607.59	-323.68	732.72	-133.00	-450.38	-293.99	561.57	734.18	-82.14	-180.42	13.24	-32.59	-12.91	30.62	
669.90	-0.4935	-390.49	607.67	-323.65	732.77	-132.98	-450.37	-293.91	561.60	734.22	-82.13	-180.42	13.25	-32.58	-12.91	30.63	
670.00	-0.4935	-390.46	607.73	-323.66	732.80	-132.93	-450.35	-293.83	561.60	734.27	-82.13	-180.39	13.23	-32.55	-12.89	30.64	
670.10	-0.4937	-390.49	607.73	-323.67	732.76	-132.84	-450.41	-293.83	561.56	734.25	-82.14	-180.43	13.20	-32.57	-12.92	30.66	
670.20	-0.4951	-390.44	607.73	-323.71	732.74	-132.77	-450.46	-293.82	561.55	734.23	-82.11	-180.47	13.19	-32.65	-12.95	30.66	
670.30	-0.4958	-390.36	607.74	-323.72	732.75	-132.78	-450.45	-293.81	561.54	734.23	-82.09	-180.46	13.21	-32.72	-12.95	30.65	
670.40	-0.4958	-390.35	607.72	-323.68	732.79	-132.80	-450.43	-293.82	561.52	734.22	-82.10	-180.44	13.18	-32.72	-12.91	30.66	
670.50	-0.4958	-390.42	607.66	-323.62	732.80	-132.81	-450.45	-293.84	561.54	734.23	-82.10	-180.37	13.15	-32.64	-12.89	30.66	
670.60	-0.4971	-390.46	607.63	-323.55	732.79	-132.86	-450.42	-293.85	561.57	734.25	-82.10	-180.36	13.12	-32.65	-12.88	30.66	
670.70	-0.4964	-390.44	607.69	-323.57	732.80	-132.89	-450.44	-293.85	561.59	734.23	-82.14	-180.33	13.12	-32.69	-12.89	30.67	
670.80	-0.4956	-390.40	607.74	-323.60	732.77	-132.84	-450.43	-293.86	561.59	734.22	-82.20	-180.25	13.15	-32.73	-12.93	30.70	
670.90	-0.4969	-390.42	607.68	-323.61	732.77	-132.86	-450.36	-293.86	561.57	734.18	-82.24	-180.26	13.17	-32.73	-12.95	30.70	
671.00	-0.4979	-390.46	607.64	-323.66	732.77	-132.97	-450.35	-293.86	561.52	734.13	-82.21	-180.34	13.17	-32.73	-12.93	30.68	
671.10	-0.4987	-390.50	607.63	-323.65	732.77	-132.98	-450.36	-293.88	561.50	734.12	-82.20	-180.37	13.15	-32.73	-12.92	30.67	
671.20	-0.4987	-390.50	607.67	-323.57	732.81	-132.91	-450.35	-293.88	561.58	734.13	-82.17	-180.40	13.19	-32.77	-12.92	30.66	
671.30	-0.4984	-390.48	607.72	-323.51	732.85	-132.88	-450.31	-293.87	561.65	734.16	-82.13	-180.39	13.23	-32.78	-12.93	30.67	
671.40	-0.4974	-390.50	607.68	-323.58	732.83	-132.91	-450.37	-293.89	561.60	734.08	-82.19	-180.35	13.22	-32.76	-12.95	30.68	
671.50	-0.4969	-390.51	607.66	-323.65	732.76	-132.97	-450.43	-293.89	561.53	734.04	-82.23	-180.33	13.21	-32.74	-12.95	30.68	
671.60	-0.4990	-390.48	607.64	-323.69	732.67	-133.01	-450.45	-293.86	561.48	734.11	-82.19	-180.32	13.22	-32.72	-12.92	30.70	
671.70	-0.4995	-390.37	607.64	-323.65	732.70	-132.94	-450.40	-293.81	561.52	734.17	-82.15	-180.34	13.24	-32.71	-12.91	30.70	
671.80	-0.4977	-390.40	607.64	-323.65	732.76	-132.93	-450.33	-293.75	561.49	734.21	-82.14	-180.37	13.23	-32.70	-12.92	30.69	
671.90	-0.4990	-390.42	607.61	-323.68	732.79	-132.97	-450.30	-293.72	561.48	734.22	-82.14	-180.36	13.24	-32.70	-12.92	30.67	
672.00	-0.5005	-390.40	607.56	-323.69	732.78	-133.03	-450.31	-293.79	561.49	734.15	-82.18	-180.34	13.27	-32.73	-12.93	30.66	
672.10	-0.5016	-390.42	607.62	-323.68	732.76	-132.99	-450.36	-293.89	561.49	734.08	-82.22	-180.29	13.25	-32.76	-12.93	30.67	
672.20	-0.4984	-390.43	607.71	-323.64	732.78	-132.95	-450.36	-293.91	561.54	734.11	-82.21	-180.33	13.21	-32.75	-12.93	30.67	
672.30	-0.4977	-390.40	607.74	-323.63	732.80	-132.93	-450.31	-293.87	561.57	734.15	-82.19	-180.37	13.21	-32.74	-12.94	30.67	
672.40	-0.4997	-390.46	607.74	-323.63	732.77	-132.91	-450.36	-293.82	561.53	734.14	-82.13	-180.39	13.25	-32.73	-12.94	30.68	
672.50	-0.5010	-390.54	607.70	-323.67	732.68	-132.94	-450.48	-293.83	561.44	734.12	-82.13	-180.37	13.32	-32.74	-12.94	30.69	
672.60	-0.5031	-390.56	607.65	-323.70	732.66	-132.99	-450.49	-293.86	561.41	734.10	-82.20	-180.31	13.36	-32.75	-12.94	30.69	
672.70	-0.5047	-390.58	607.64	-323.71	732.66	-133.01	-450.46	-293.85	561.42	734.07	-82.25	-180.30	13.34	-32.79	-12.93	30.67	
672.80	-0.5042	-390.61	607.63	-323.74	732.68	-133.04	-450.41	-293.82	561.44	734.07	-82.30	-180.37	13.29	-32.83	-12.91	30.66	
672.90	-0.5068	-390.59	607.64	-323.71	732.73	-132.98	-450.35	-293.81	561.46	734.09	-82.28	-180.38	13.29	-32.83	-12.90	30.65	
673.00	-0.5102	-390.51	607.65	-323.66	732.74	-132.89	-450.39	-293.75	561.54	734.12	-82.32	-180.36	13.26	-32.85	-12.91	30.66	
673.10	-0.5120	-390.48	607.68	-323.64	732.72	-132.85	-450.45	-293.72	561.57	734.14	-82.36	-180.39	13.20	-32.85	-12.92	30.66	
673.20	-0.5109	-390.47	607.67	-323.59	732.67	-132.86	-450.52	-293.71	561.53	734.09	-82.32	-180.41	13.18	-32.85	-12.94	30.67	
673.30	-0.5107	-390.43	607.65	-323.61	732.63	-132.85	-450.55	-293.72	561.43	734.03	-82.25	-180.39	13.20	-32.91	-12.95	30.67	
673.40	-0.5112	-390.39	607.63	-323.60	732.69	-132.84	-450.51	-293.70	561.43	734.08	-82.24	-180.41	13.19	-32.96	-12.95	30.67	
673.50	-0.5094	-390.40	607.63	-323.58	732.73	-132.84	-450.51	-293.71	561.46	734.13	-82.30	-180.42	13.17	-32.96	-12.95	30.67	
673.60	-0.5096	-390.41	607.66	-323.54	732.76	-132.82	-450.50	-293.73	561.52	734.15	-82.33	-180.44	13.17	-32.98	-12.96	30.67	
673.70	-0.5102	-390.42	607.68	-323.61	732.79	-132.82	-450.45	-293.71	561.56	734.13	-82.34	-180.45	13.16	-33.02	-12.97	30.67	
673.80	-0.5107	-390.46	607.63	-323.68	732.83	-132.85	-450.47	-293.69	561.54	734.07	-82.34	-180.46	13.13	-33.05	-12.98	30.67	
673.90	-0.5109	-390.46	607.58	-323.64	732.88	-132.89	-450.47	-293.71	561.53	734.05	-82.30	-180.42	13.13	-33.04	-12.97	30.68	
674.00	-0.5094	-390.44	607.54	-323.58	732.86	-132.94	-450.46	-293.75	561.49	733.97	-82.26	-180.39	13.13	-33.02	-12.96	30.70	
674.10	-0.5109	-390.38	607.59	-323.54	732.79	-132.87	-450.42	-293.78	561.48	733.95	-82.28	-180.40	13.13	-32.98	-12.95	30.70	
674.20	-0.5117	-390.40	607.67	-323.55	732.79	-132.83	-450.39	-293.73	561.51	734.02	-82.28	-180.40	13.17	-32.95	-12.94	30.70	
674.30	-0.5120	-390.43	607.70	-323.60	732.77	-132.83	-450.41	-293.69	561.49	734.07	-82.23	-180.36	13.22	-32.94	-12.94	30.69	
674.40	-0.5125	-390.43	607.73	-323.63	732.72	-132.84	-450.42	-293.61	561.48	734.07	-82.16	-180.28	13.27	-32.95	-12.95	30.67	
674.50	-0.5122	-390.40	607.72	-323.56	732.74	-132.85	-450.42	-293.53	561.52	734.07	-82.20	-180.28	13.26	-33.00	-12.95	30.67	
674.60	-0.5117	-390.37	607.64	-323.48	732.81	-132.87	-450.40	-293.56	561.56	734.09	-82.23	-180.35	13.24	-33.05	-12.95	30.69	
674.70	-0.5117	-390.37	607.56	-323.51	732.82	-132.86	-450.42	-293.57	561.55	734.07	-82.23	-180.35	13.22	-33.05	-12.95	30.70	
674.80	-0.5154	-390.37	607.56	-323.53	732.80	-132.82	-450.46	-293.55	561.53	734.04	-82.22	-180.30	13.22	-33.02	-12.95	30.72	
674.90	-0.5146	-390.43	607.59	-323.50	732.77	-132.87	-450.46	-293.54	561.50	734.03	-82.26	-180.27	13.25	-33.02	-12.94	30.72	
675.00	-0.5130	-390.51	607.61	-323.53	732.74	-132.88	-450.45	-293.57	561.47	733.98	-82.30	-180.30	13.24	-33.07	-12.94	30.70	
675.10	-0.5154	-390.52	607.60	-323.57	732.71	-132.85	-450.46	-293.59	561.51	733.96	-82.30	-180.34	13.21	-33.10	-12.93	30.69	
675.20	-0.5143	-390.45	607.62	-323.58	732.81	-132.83	-450.47	-293.60	561.59	734.01	-82.29	-180.37	13.20	-33.12	-12.89	30.69	
675.30	-0.5138	-390.39	607.66	-323.61	732.85	-132.80	-450.49	-293.60	561.61	734.03	-82.28	-180.34	13.25	-33.12	-12.87	30.68	
675.40	-0.5122	-390.40	607.70	-323.66	732.78	-132.82	-450.52	-293.61	561.59	734.06	-82.24	-180.26	13.27	-33.12	-12.88	30.68	
675.50	-0.5122	-390.43	607.69	-323.65	732.75	-132.82	-450.51	-293.59	561.58	734.09	-82.20	-180.23	13.25	-33.10	-12.90	30.67	
675.60	-0.5138	-390.50	607.64	-323.63	732.75	-132.87	-450.46	-293.60	561.52	734.10	-82.15	-180.26	13.25	-33.06	-12.93	30.66	
675.70	-0.5146	-390.48	607.62	-323.65	732.78	-132.97	-450.44	-293.58	561.46	734.10	-82.15	-180.30	13.24	-33.03	-12.95	30.67	
675.80	-0.5180	-390.48	607.58	-323.70	732.79	-133.04	-450.50	-293.59	561.41	734.02	-82.20	-180.33	13.21	-33.00	-12.95	30.68	
675.90	-0.5187	-390.49	607.57	-323.70	732.84	-133.02	-450.54	-293.58	561.44	733.99	-82.24	-180.37	13.20	-33.00	-12.94	30.68	
676.00	-0.5169	-390.53	607.62	-323.69	732.83	-132.97	-450.53	-293.60	561.48	733.96	-82.24	-180.38	13.22	-33.03	-12.93	30.68	
676.10	-0.5167	-390.54	607.64	-323.68	732.76	-132.98	-450.52	-293.65	561.42	733.93	-82.31	-180.40	13.24	-33.06	-12.92	30.68	
676.20	-0.5154	-390.55	607.55	-323.68	732.73	-132.92	-450.54	-293.65	561.33	733.96	-82.40	-180.44	13.25	-33.08	-12.91	30.68	
676.30	-0.5154	-390.55	607.50	-323.69	732.74	-132.88	-450.57	-293.64	561.29	733.99	-82.39	-180.43	13.28	-33.10	-12.92	30.68	
676.40	-0.5161	-390.48	607.51	-323.69	732.72	-132.88	-450.58	-293.63	561.29	733.97	-82.34	-180.40	13.29	-33.10	-12.94	30.68	
676.50	-0.5167	-390.41	607.58	-323.65	732.71	-132.88	-450.48	-293.57	561.32	733.98	-82.26	-180.36	13.30	-33.07	-12.94	30.68	
676.60	-0.5182	-390.42	607.56	-323.63	732.72	-132.93	-450.42	-293.50	561.36	734.03	-82.21	-180.32	13.25	-33.02	-12.91	30.70	
676.70	-0.5174	-390.43	607.55	-323.62	732.77	-132.93	-450.43	-293.48	561.37	734.04	-82.19	-180.28	13.25	-33.02	-12.90	30.70	
676.80	-0.5159	-390.42	607.51	-323.55	732.75	-132.85	-450.44	-293.53	561.42	734.01	-82.16	-180.27	13.34	-33.07	-12.91	30.69	
676.90	-0.5161	-390.41	607.53	-323.52	732.75	-132.81	-450.43	-293.51	561.46	733.97	-82.14	-180.25	13.37	-33.06	-12.92	30.67	
677.00	-0.5164	-390.36	607.57	-323.50	732.78	-132.84	-450.43	-293.47	561.44	733.99	-82.10	-180.25	13.36	-33.06	-12.91	30.67	
677.10	-0.5185	-390.35	607.59	-323.52	732.78	-132.87	-450.39	-293.44	561.44	734.01	-82.10	-180.26	13.37	-33.06	-12.90	30.68	
677.20	-0.5203	-390.37	607.67	-323.53	732.76	-132.88	-450.30	-293.44	561.49	733.95	-82.18	-180.23	13.33	-33.06	-12.91	30.70	
677.30	-0.5206	-390.38	607.71	-323.49	732.78	-132.92	-450.29	-293.49	561.51	733.86	-82.24	-180.22	13.33	-33.13	-12.91	30.71	
677.40	-0.5182	-390.45	607.69	-323.51	732.80	-132.96	-450.32	-293.50	561.46	733.86	-82.20	-180.27	13.37	-33.17	-12.90	30.71	
677.50	-0.5177	-390.51	607.70	-323.54	732.77	-132.98	-450.35	-293.48	561.46	733.88	-82.20	-180.32	13.37	-33.17	-12.91	30.70	
677.60	-0.5187	-390.58	607.76	-323.55	732.72	-132.97	-450.40	-293.48	561.49	733.92	-82.28	-180.35	13.36	-33.15	-12.91	30.69	
677.70	-0.5193	-390.56	607.79	-323.56	732.70	-132.95	-450.40	-293.50	561.50	733.99	-82.26	-180.31	13.43	-33.10	-12.91	30.68	
677.80	-0.5180	-390.51	607.73	-323.56	732.70	-132.93	-450.40	-293.53	561.44	734.02	-82.20	-180.26	13.53	-33.07	-12.93	30.68	
677.90	-0.5172	-390.49	607.73	-323.56	732.68	-132.95	-450.43	-293.57	561.43	734.02	-82.21	-180.28	13.53	-33.09	-12.94	30.68	
678.00	-0.5185	-390.47	607.75	-323.58	732.64	-132.95	-450.44	-293.59	561.45	734.01	-82.26	-180.33	13.47	-33.10	-12.93	30.67	
678.10	-0.5180	-390.49	607.71	-323.63	732.60	-132.97	-450.41	-293.52	561.48	733.96	-82.25	-180.39	13.41	-33.12	-12.96	30.66	
678.20	-0.5180	-390.51	607.68	-323.62	732.61	-132.93	-450.36	-293.46	561.49	733.86	-82.23	-180.39	13.37	-33.15	-12.96	30.65	
678.30	-0.5180	-390.52	607.67	-323.58	732.64	-132.87	-450.36	-293.50	561.45	733.86	-82.30	-180.34	13.37	-33.14	-12.95	30.66	
678.40	-0.5198	-390.52	607.61	-323.54	732.69	-132.80	-450.41	-293.57	561.43	733.87	-82.38	-180.29	13.38	-33.10	-12.92	30.66	
678.50	-0.5198	-390.46	607.56	-323.55	732.73	-132.82	-450.41	-293.50	561.46	733.90	-82.36	-180.29	13.38	-33.10	-12.90	30.69	
678.60	-0.5201	-390.44	607.58	-323.59	732.69	-132.89	-450.46	-293.43	561.51	733.89	-82.32	-180.29	13.37	-33.15	-12.91	30.71	
678.70	-0.5201	-390.47	607.64	-323.60	732.66	-132.87	-450.49	-293.43	561.50	733.85	-82.31	-180.26	13.39	-33.16	-12.91	30.72	
678.80	-0.5169	-390.46	607.72	-323.60	732.67	-132.85	-450.42	-293.45	561.46	733.87	-82.30	-180.22	13.49	-33.15	-12.92	30.71	
678.90	-0.5164	-390.41	607.66	-323.65	732.70	-132.92	-450.42	-293.46	561.41	733.86	-82.27	-180.30	13.57	-33.12	-12.94	30.70	
679.00	-0.5177	-390.45	607.64	-323.71	732.64	-132.95	-450.51	-293.42	561.39	733.83	-82.25	-180.32	13.58	-33.09	-12.93	30.71	
679.10	-0.5187	-390.48	607.63	-323.68	732.64	-132.95	-450.49	-293.35	561.46	733.88	-82.29	-180.30	13.56	-33.11	-12.93	30.70	
679.20	-0.5195	-390.40	607.63	-323.54	732.72	-133.00	-450.40	-293.34	561.58	733.91	-82.33	-180.27	13.53	-33.14	-12.92	30.68	
679.30	-0.5206	-390.40	607.63	-323.54	732.79	-133.06	-450.39	-293.46	561.56	733.85	-82.25	-180.20	13.50	-33.16	-12.89	30.68	
679.40	-0.5198	-390.44	607.62	-323.63	732.77	-133.00	-450.44	-293.55	561.54	733.81	-82.20	-180.21	13.43	-33.24	-12.91	30.68	
679.50	-0.5187	-390.42	607.66	-323.62	732.75	-132.96	-450.45	-293.50	561.54	733.82	-82.20	-180.27	13.37	-33.30	-12.94	30.68	
679.60	-0.5172	-390.40	607.66	-323.53	732.71	-132.89	-450.44	-293.45	561.53	733.84	-82.19	-180.33	13.36	-33.32	-12.97	30.69	
679.70	-0.5172	-390.41	607.64	-323.44	732.74	-132.84	-450.43	-293.40	561.55	733.90	-82.17	-180.32	13.39	-33.31	-12.94	30.68	
679.80	-0.5164	-390.45	607.64	-323.46	732.74	-132.93	-450.48	-293.41	561.55	733.89	-82.20	-180.25	13.39	-33.29	-12.92	30.67	
679.90	-0.5169	-390.46	607.68	-323.52	732.71	-132.97	-450.52	-293.44	561.53	733.86	-82.22	-180.22	13.37	-33.28	-12.93	30.68	
680.00	-0.5177	-390.41	607.76	-323.49	732.73	-132.93	-450.45	-293.37	561.51	733.88	-82.16	-180.22	13.38	-33.29	-12.95	30.70	
680.10	-0.5190	-390.38	607.76	-323.50	732.68	-132.94	-450.38	-293.34	561.49	733.87	-82.12	-180.17	13.41	-33.32	-12.92	30.69	
680.20	-0.5206	-390.44	607.74	-323.56	732.62	-132.94	-450.41	-293.41	561.42	733.82	-82.15	-180.12	13.43	-33.37	-12.90	30.68	
680.30	-0.5208	-390.46	607.69	-323.57	732.62	-132.91	-450.47	-293.44	561.38	733.75	-82.17	-180.15	13.41	-33.37	-12.91	30.69	
680.40	-0.5206	-390.43	607.65	-323.53	732.65	-132.88	-450.49	-293.46	561.36	733.71	-82.19	-180.23	13.34	-33.35	-12.92	30.69	
680.50	-0.5201	-390.38	607.65	-323.56	732.67	-132.84	-450.45	-293.50	561.39	733.74	-82.21	-180.30	13.35	-33.36	-12.93	30.68	
680.60	-0.5195	-390.41	607.65	-323.63	732.69	-132.84	-450.44	-293.47	561.44	733.80	-82.27	-180.33	13.41	-33.36	-12.92	30.69	
680.70	-0.5187	-390.48	607.64	-323.64	732.72	-132.88	-450.44	-293.43	561.46	733.82	-82.30	-180.34	13.44	-33.41	-12.92	30.69	
680.80	-0.5206	-390.52	607.58	-323.62	732.76	-132.96	-450.45	-293.43	561.40	733.78	-82.30	-180.34	13.40	-33.45	-12.91	30.68	
680.90	-0.5206	-390.51	607.56	-323.65	732.78	-132.95	-450.43	-293.39	561.35	733.81	-82.26	-180.31	13.41	-33.42	-12.91	30.69	
681.00	-0.5172	-390.59	607.55	-323.65	732.79	-132.94	-450.38	-293.37	561.40	733.82	-82.23	-180.32	13.45	-33.39	-12.95	30.71	
681.10	-0.5154	-390.63	607.55	-323.63	732.78	-132.95	-450.35	-293.37	561.44	733.80	-82.20	-180.33	13.47	-33.37	-12.96	30.72	
681.20	-0.5154	-390.58	607.52	-323.63	732.77	-132.90	-450.38	-293.40	561.44	733.79	-82.18	-180.33	13.46	-33.36	-12.94	30.72	
681.30	-0.5156	-390.52	607.49	-323.68	732.67	-132.89	-450.46	-293.48	561.42	733.79	-82.19	-180.33	13.44	-33.41	-12.92	30.70	
681.40	-0.5172	-390.52	607.44	-323.73	732.52	-132.95	-450.50	-293.51	561.38	733.79	-82.18	-180.31	13.41	-33.47	-12.90	30.70	
681.50	-0.5174	-390.54	607.39	-323.72	732.47	-132.97	-450.53	-293.47	561.34	733.78	-82.17	-180.28	13.34	-33.51	-12.90	30.70	
681.60	-0.5190	-390.57	607.41	-323.72	732.44	-132.99	-450.59	-293.44	561.37	733.76	-82.19	-180.24	13.30	-33.58	-12.90	30.71	
681.70	-0.5206	-390.57	607.57	-323.71	732.51	-132.95	-450.61	-293.41	561.46	733.78	-82.18	-180.25	13.33	-33.59	-12.90	30.70	
681.80	-0.5193	-390.56	607.69	-323.68	732.61	-132.87	-450.56	-293.35	561.51	733.79	-82.22	-180.24	13.33	-33.56	-12.90	30.67	
681.90	-0.5182	-390.52	607.68	-323.66	732.67	-132.86	-450.52	-293.38	561.46	733.77	-82.27	-180.22	13.34	-33.53	-12.91	30.66	
682.00	-0.5172	-390.43	607.64	-323.62	732.73	-132.80	-450.50	-293.41	561.39	733.82	-82.31	-180.20	13.37	-33.51	-12.93	30.68	
682.10	-0.5174	-390.41	607.62	-323.59	732.76	-132.75	-450.52	-293.37	561.38	733.84	-82.34	-180.19	13.39	-33.51	-12.92	30.68	
682.20	-0.5190	-390.46	607.63	-323.61	732.74	-132.82	-450.53	-293.37	561.40	733.77	-82.30	-180.23	13.39	-33.48	-12.91	30.67	
682.30	-0.5198	-390.52	607.60	-323.65	732.68	-132.91	-450.50	-293.39	561.40	733.73	-82.23	-180.25	13.40	-33.48	-12.91	30.67	
682.40	-0.5190	-390.58	607.55	-323.73	732.60	-132.96	-450.50	-293.41	561.39	733.70	-82.19	-180.30	13.41	-33.53	-12.91	30.66	
682.50	-0.5203	-390.56	607.52	-323.76	732.59	-132.98	-450.58	-293.37	561.38	733.66	-82.24	-180.33	13.38	-33.54	-12.90	30.66	
682.60	-0.5182	-390.51	607.49	-323.70	732.69	-132.98	-450.61	-293.29	561.39	733.64	-82.27	-180.26	13.37	-33.50	-12.91	30.68	
682.70	-0.5187	-390.48	607.49	-323.68	732.74	-132.96	-450.56	-293.26	561.40	733.64	-82.24	-180.20	13.40	-33.49	-12.92	30.71	
682.80	-0.5187	-390.51	607.55	-323.67	732.74	-132.96	-450.49	-293.28	561.40	733.67	-82.23	-180.19	13.41	-33.51	-12.93	30.72	
682.90	-0.5177	-390.52	607.65	-323.63	732.69	-132.95	-450.46	-293.25	561.40	733.77	-82.22	-180.22	13.38	-33.54	-12.93	30.72	
683.00	-0.5195	-390.50	607.68	-323.59	732.64	-132.89	-450.49	-293.23	561.43	733.85	-82.25	-180.28	13.39	-33.59	-12.93	30.69	
683.10	-0.5216	-390.50	607.64	-323.54	732.60	-132.91	-450.53	-293.29	561.45	733.83	-82.27	-180.29	13.46	-33.58	-12.93	30.67	
683.20	-0.5201	-390.49	607.55	-323.54	732.60	-132.95	-450.50	-293.37	561.38	733.83	-82.31	-180.26	13.53	-33.59	-12.93	30.68	
683.30	-0.5190	-390.48	607.45	-323.57	732.66	-132.91	-450.41	-293.32	561.36	733.87	-82.30	-180.24	13.54	-33.63	-12.92	30.71	
683.40	-0.5193	-390.53	607.40	-323.57	732.66	-132.91	-450.45	-293.28	561.38	733.86	-82.21	-180.19	13.51	-33.57	-12.92	30.71	
683.50	-0.5190	-390.60	607.40	-323.57	732.64	-132.95	-450.50	-293.30	561.39	733.77	-82.16	-180.18	13.47	-33.51	-12.92	30.70	
683.60	-0.5190	-390.60	607.49	-323.57	732.63	-132.96	-450.50	-293.32	561.36	733.74	-82.19	-180.25	13.45	-33.48	-12.92	30.70	
683.70	-0.5180	-390.59	607.50	-323.62	732.56	-132.95	-450.53	-293.33	561.31	733.72	-82.24	-180.29	13.47	-33.51	-12.92	30.70	
683.80	-0.5182	-390.65	607.48	-323.66	732.53	-132.95	-450.57	-293.28	561.33	733.64	-82.29	-180.31	13.46	-33.59	-12.93	30.69	
683.90	-0.5180	-390.63	607.50	-323.65	732.59	-132.91	-450.55	-293.24	561.38	733.60	-82.32	-180.35	13.42	-33.64	-12.94	30.68	
684.00	-0.5195	-390.57	607.50	-323.62	732.66	-132.91	-450.50	-293.29	561.41	733.64	-82.31	-180.35	13.40	-33.61	-12.95	30.69	
684.10	-0.5201	-390.58	607.49	-323.61	732.68	-132.99	-450.52	-293.39	561.38	733.62	-82.28	-180.27	13.41	-33.51	-12.95	30.71	
684.20	-0.5195	-390.68	607.52	-323.65	732.64	-133.03	-450.53	-293.39	561.30	733.59	-82.26	-180.26	13.44	-33.44	-12.95	30.69	
684.30	-0.5187	-390.68	607.55	-323.69	732.64	-133.03	-450.50	-293.33	561.27	733.63	-82.26	-180.27	13.42	-33.42	-12.94	30.68	
684.40	-0.5206	-390.66	607.58	-323.67	732.61	-133.06	-450.49	-293.29	561.24	733.71	-82.28	-180.21	13.43	-33.38	-12.91	30.69	
684.50	-0.5193	-390.63	607.60	-323.62	732.56	-133.07	-450.49	-293.22	561.27	733.77	-82.31	-180.20	13.47	-33.43	-12.90	30.69	
684.60	-0.5216	-390.53	607.61	-323.54	732.60	-132.99	-450.47	-293.16	561.36	733.76	-82.29	-180.22	13.50	-33.50	-12.91	30.70	
684.70	-0.5201	-390.47	607.62	-323.51	732.65	-132.94	-450.48	-293.18	561.43	733.74	-82.26	-180.22	13.53	-33.49	-12.92	30.69	
684.80	-0.5193	-390.46	607.63	-323.49	732.64	-132.93	-450.51	-293.19	561.48	733.75	-82.26	-180.21	13.57	-33.45	-12.92	30.67	
684.90	-0.5206	-390.49	607.66	-323.48	732.59	-132.95	-450.50	-293.15	561.45	733.76	-82.29	-180.12	13.58	-33.41	-12.90	30.64	
685.00	-0.5208	-390.49	607.63	-323.50	732.63	-132.98	-450.44	-293.19	561.43	733.76	-82.30	-180.03	13.57	-33.39	-12.90	30.63	
685.10	-0.5203	-390.50	607.60	-323.51	732.69	-132.97	-450.38	-293.22	561.42	733.76	-82.28	-180.04	13.54	-33.40	-12.92	30.66	
685.20	-0.5206	-390.55	607.59	-323.51	732.70	-132.93	-450.38	-293.22	561.39	733.76	-82.25	-180.09	13.52	-33.46	-12.95	30.70	
685.30	-0.5195	-390.57	607.57	-323.54	732.70	-132.89	-450.47	-293.21	561.40	733.75	-82.24	-180.16	13.58	-33.50	-12.95	30.71	
685.40	-0.5187	-390.60	607.52	-323.61	732.67	-132.86	-450.59	-293.19	561.40	733.70	-82.24	-180.22	13.60	-33.46	-12.93	30.71	
685.50	-0.5187	-390.60	607.51	-323.60	732.64	-132.89	-450.59	-293.18	561.43	733.68	-82.21	-180.23	13.56	-33.46	-12.92	30.72	
685.60	-0.5193	-390.57	607.46	-323.57	732.60	-132.99	-450.53	-293.20	561.43	733.68	-82.13	-180.18	13.52	-33.47	-12.92	30.72	
